datetime,RAIN,ispu,station
2013-05-02,0.0,65,Guanyuan
2013-05-03,0.0,47,Guanyuan
2013-05-04,0.0,65,Guanyuan
2013-05-05,0.0,129,Guanyuan
2013-05-06,0.0,146,Guanyuan
2013-05-07,0.0,124,Guanyuan
2013-05-08,0.029166666666666664,98,Guanyuan
2013-05-09,0.0,28,Guanyuan
2013-05-10,0.0,51,Guanyuan
2013-05-11,0.0,81,Guanyuan
2013-05-12,0.0,105,Guanyuan
2013-05-13,0.0,128,Guanyuan
2013-05-14,0.0,70,Guanyuan
2013-05-15,0.0,86,Guanyuan
2013-05-16,0.0,66,Guanyuan
2013-05-17,0.0,85,Guanyuan
2013-05-18,0.0,87,Guanyuan
2013-05-19,0.0,117,Guanyuan
2013-05-20,0.0,82,Guanyuan
2013-05-21,0.0,144,Guanyuan
2013-05-22,0.0,77,Guanyuan
2013-05-23,0.0,82,Guanyuan
2013-05-24,0.0,110,Guanyuan
2013-05-25,0.0,65,Guanyuan
2013-05-26,0.024999999999999998,73,Guanyuan
2013-05-27,0.10833333333333334,44,Guanyuan
2013-05-28,0.07916666666666666,45,Guanyuan
2013-05-29,0.0,33,Guanyuan
2013-05-30,0.0,80,Guanyuan
2013-05-31,0.0,98,Guanyuan
2013-06-01,0.0,68,Guanyuan
2013-06-02,0.0,115,Guanyuan
2013-06-03,0.0,84,Guanyuan
2013-06-04,0.5833333333333334,91,Guanyuan
2013-06-05,0.2916666666666667,77,Guanyuan
2013-06-06,0.012500000000000002,85,Guanyuan
2013-06-07,0.7791666666666667,81,Guanyuan
2013-06-08,0.08333333333333333,122,Guanyuan
2013-06-09,0.5625,32,Guanyuan
2013-06-10,0.004166666666666667,18,Guanyuan
2013-06-11,0.30833333333333335,46,Guanyuan
2013-06-12,0.004166666666666667,45,Guanyuan
2013-06-13,0.0,80,Guanyuan
2013-06-14,0.0,95,Guanyuan
2013-06-15,0.0,103,Guanyuan
2013-06-16,0.041666666666666664,108,Guanyuan
2013-06-17,0.0,37,Guanyuan
2013-06-18,0.0,46,Guanyuan
2013-06-19,0.0,53,Guanyuan
2013-06-20,0.0,72,Guanyuan
2013-06-21,0.0,44,Guanyuan
2013-06-22,0.23750000000000002,31,Guanyuan
2013-06-23,0.0,38,Guanyuan
2013-06-24,0.22083333333333333,64,Guanyuan
2013-06-25,0.04583333333333334,70,Guanyuan
2013-06-26,0.0,93,Guanyuan
2013-06-27,0.0,69,Guanyuan
2013-06-28,0.7083333333333334,185,Guanyuan
2013-06-29,0.0375,64,Guanyuan
2013-06-30,0.0,129,Guanyuan
2013-07-01,1.625,94,Guanyuan
2013-07-02,0.425,17,Guanyuan
2013-07-03,0.0,37,Guanyuan
2013-07-04,0.1375,43,Guanyuan
2013-07-05,0.0,32,Guanyuan
2013-07-06,0.3666666666666667,53,Guanyuan
2013-07-07,0.15416666666666667,54,Guanyuan
2013-07-08,1.2208333333333334,60,Guanyuan
2013-07-09,0.44166666666666665,53,Guanyuan
2013-07-10,0.2333333333333333,20,Guanyuan
2013-07-11,0.0,30,Guanyuan
2013-07-12,0.0,46,Guanyuan
2013-07-13,0.0,74,Guanyuan
2013-07-14,0.5708333333333333,62,Guanyuan
2013-07-15,2.254166666666667,26,Guanyuan
2013-07-16,0.004166666666666667,20,Guanyuan
2013-07-17,0.0,36,Guanyuan
2013-07-18,0.0,82,Guanyuan
2013-07-19,0.0,84,Guanyuan
2013-07-20,0.0,57,Guanyuan
2013-07-21,0.0,53,Guanyuan
2013-07-22,0.0,60,Guanyuan
2013-07-23,0.0,40,Guanyuan
2013-07-24,0.0,43,Guanyuan
2013-07-25,0.0,48,Guanyuan
2013-07-26,0.09583333333333334,54,Guanyuan
2013-07-27,0.03333333333333333,65,Guanyuan
2013-07-28,0.0,38,Guanyuan
2013-07-29,0.0,62,Guanyuan
2013-07-30,0.6124999999999999,71,Guanyuan
2013-07-31,0.9333333333333332,50,Guanyuan
2013-08-01,0.18333333333333335,26,Guanyuan
2013-08-02,0.0,49,Guanyuan
2013-08-03,0.0,47,Guanyuan
2013-08-04,0.13333333333333333,65,Guanyuan
2013-08-05,0.0,45,Guanyuan
2013-08-06,0.0,85,Guanyuan
2013-08-07,0.3333333333333333,22,Guanyuan
2013-08-08,0.0,32,Guanyuan
2013-08-09,0.0,43,Guanyuan
2013-08-10,0.0,76,Guanyuan
2013-08-11,3.654166666666667,78,Guanyuan
2013-08-12,0.0,32,Guanyuan
2013-08-13,0.0,57,Guanyuan
2013-08-14,0.0,56,Guanyuan
2013-08-15,0.0,80,Guanyuan
2013-08-16,0.04583333333333334,92,Guanyuan
2013-08-17,0.0,45,Guanyuan
2013-08-18,0.0,27,Guanyuan
2013-08-19,0.0,29,Guanyuan
2013-08-20,0.10416666666666667,79,Guanyuan
2013-08-21,0.004166666666666667,65,Guanyuan
2013-08-22,0.008333333333333333,77,Guanyuan
2013-08-23,0.0,44,Guanyuan
2013-08-24,0.0,49,Guanyuan
2013-08-25,0.0,47,Guanyuan
2013-08-26,0.0,64,Guanyuan
2013-08-27,0.04583333333333334,54,Guanyuan
2013-08-28,0.3875,43,Guanyuan
2013-08-29,0.0,27,Guanyuan
2013-08-30,0.0,16,Guanyuan
2013-08-31,0.0,24,Guanyuan
2013-09-01,0.0,54,Guanyuan
2013-09-02,0.0,37,Guanyuan
2013-09-03,0.0,71,Guanyuan
2013-09-04,0.5458333333333333,41,Guanyuan
2013-09-05,0.11666666666666668,24,Guanyuan
2013-09-06,0.05833333333333334,38,Guanyuan
2013-09-07,0.0,51,Guanyuan
2013-09-08,0.38749999999999996,76,Guanyuan
2013-09-09,0.008333333333333333,43,Guanyuan
2013-09-10,0.0,42,Guanyuan
2013-09-11,0.0,65,Guanyuan
2013-09-12,0.1708333333333333,117,Guanyuan
2013-09-13,0.0375,62,Guanyuan
2013-09-14,0.004166666666666667,35,Guanyuan
2013-09-15,0.0,33,Guanyuan
2013-09-16,0.0,61,Guanyuan
2013-09-17,0.13333333333333333,74,Guanyuan
2013-09-18,0.24166666666666667,64,Guanyuan
2013-09-19,0.0375,66,Guanyuan
2013-09-20,0.0,34,Guanyuan
2013-09-21,0.0,42,Guanyuan
2013-09-22,0.0,53,Guanyuan
2013-09-23,0.6083333333333334,26,Guanyuan
2013-09-24,0.0,17,Guanyuan
2013-09-25,0.0,23,Guanyuan
2013-09-26,0.0,52,Guanyuan
2013-09-27,0.0,128,Guanyuan
2013-09-28,0.0,160,Guanyuan
2013-09-29,0.0,132,Guanyuan
2013-09-30,0.0,97,Guanyuan
2013-10-01,0.10416666666666667,50,Guanyuan
2013-10-02,0.0,15,Guanyuan
2013-10-03,0.0,62,Guanyuan
2013-10-04,0.0,97,Guanyuan
2013-10-05,0.0,183,Guanyuan
2013-10-06,0.0,133,Guanyuan
2013-10-07,0.0,52,Guanyuan
2013-10-08,0.0,49,Guanyuan
2013-10-09,0.0,107,Guanyuan
2013-10-10,0.0,75,Guanyuan
2013-10-11,0.0,47,Guanyuan
2013-10-12,0.0,61,Guanyuan
2013-10-13,0.0,40,Guanyuan
2013-10-14,0.0,25,Guanyuan
2013-10-15,0.0,21,Guanyuan
2013-10-16,0.0,46,Guanyuan
2013-10-17,0.0,87,Guanyuan
2013-10-18,0.0,145,Guanyuan
2013-10-19,0.0,43,Guanyuan
2013-10-20,0.0,21,Guanyuan
2013-10-21,0.0,70,Guanyuan
2013-10-22,0.012500000000000002,99,Guanyuan
2013-10-23,0.0,51,Guanyuan
2013-10-24,0.0,30,Guanyuan
2013-10-25,0.0,39,Guanyuan
2013-10-26,0.0,51,Guanyuan
2013-10-27,0.0,120,Guanyuan
2013-10-28,0.0,181,Guanyuan
2013-10-29,0.0,60,Guanyuan
2013-10-30,0.0,66,Guanyuan
2013-10-31,0.0,99,Guanyuan
2013-11-01,0.0,113,Guanyuan
2013-11-02,0.0,147,Guanyuan
2013-11-03,0.0,41,Guanyuan
2013-11-04,0.0,40,Guanyuan
2013-11-05,0.0,133,Guanyuan
2013-11-06,0.0,95,Guanyuan
2013-11-07,0.0,32,Guanyuan
2013-11-08,0.0,94,Guanyuan
2013-11-09,0.0,76,Guanyuan
2013-11-10,0.0,31,Guanyuan
2013-11-11,0.0,32,Guanyuan
2013-11-12,0.0,48,Guanyuan
2013-11-13,0.0,111,Guanyuan
2013-11-14,0.0,61,Guanyuan
2013-11-15,0.0,109,Guanyuan
2013-11-16,0.0,61,Guanyuan
2013-11-17,0.0,17,Guanyuan
2013-11-18,0.0,14,Guanyuan
2013-11-19,0.0,25,Guanyuan
2013-11-20,0.0,49,Guanyuan
2013-11-21,0.0,69,Guanyuan
2013-11-22,0.0,90,Guanyuan
2013-11-23,0.0,128,Guanyuan
2013-11-24,0.0,81,Guanyuan
2013-11-25,0.0,15,Guanyuan
2013-11-26,0.0,43,Guanyuan
2013-11-27,0.0,32,Guanyuan
2013-11-28,0.0,22,Guanyuan
2013-11-29,0.0,55,Guanyuan
2013-11-30,0.0,38,Guanyuan
2013-12-01,0.0,66,Guanyuan
2013-12-02,0.0,79,Guanyuan
2013-12-03,0.0,68,Guanyuan
2013-12-04,0.0,75,Guanyuan
2013-12-05,0.0,41,Guanyuan
2013-12-06,0.0,82,Guanyuan
2013-12-07,0.0,171,Guanyuan
2013-12-08,0.0,125,Guanyuan
2013-12-09,0.0,12,Guanyuan
2013-12-10,0.0,39,Guanyuan
2013-12-11,0.0,20,Guanyuan
2013-12-12,0.0,30,Guanyuan
2013-12-13,0.0,45,Guanyuan
2013-12-14,0.0,46,Guanyuan
2013-12-15,0.0,32,Guanyuan
2013-12-16,0.0,81,Guanyuan
2013-12-17,0.0,52,Guanyuan
2013-12-18,0.0,30,Guanyuan
2013-12-19,0.0,39,Guanyuan
2013-12-20,0.0,38,Guanyuan
2013-12-21,0.0,47,Guanyuan
2013-12-22,0.0,98,Guanyuan
2013-12-23,0.0,95,Guanyuan
2013-12-24,0.0,173,Guanyuan
2013-12-25,0.0,149,Guanyuan
2013-12-26,0.0,16,Guanyuan
2013-12-27,0.0,16,Guanyuan
2013-12-28,0.0,15,Guanyuan
2013-12-29,0.0,53,Guanyuan
2013-12-30,0.0,61,Guanyuan
2013-12-31,0.0,87,Guanyuan
2014-01-01,0.0,72,Guanyuan
2014-01-02,0.0,110,Guanyuan
2014-01-03,0.0,64,Guanyuan
2014-01-04,0.0,99,Guanyuan
2014-01-05,0.0,61,Guanyuan
2014-01-06,0.0,78,Guanyuan
2014-01-07,0.0,69,Guanyuan
2014-01-08,0.0,16,Guanyuan
2014-01-09,0.0,83,Guanyuan
2014-01-10,0.0,85,Guanyuan
2014-01-11,0.0,97,Guanyuan
2014-01-12,0.0,24,Guanyuan
2014-01-13,0.0,69,Guanyuan
2014-01-14,0.0,61,Guanyuan
2014-01-15,0.0,122,Guanyuan
2014-01-16,0.0,238,Guanyuan
2014-01-17,0.0,119,Guanyuan
2014-01-18,0.0,57,Guanyuan
2014-01-19,0.0,120,Guanyuan
2014-01-20,0.0,19,Guanyuan
2014-01-21,0.0,30,Guanyuan
2014-01-22,0.0,87,Guanyuan
2014-01-23,0.0,158,Guanyuan
2014-01-24,0.0,99,Guanyuan
2014-01-25,0.0,26,Guanyuan
2014-01-26,0.0,47,Guanyuan
2014-01-27,0.0,68,Guanyuan
2014-01-28,0.0,46,Guanyuan
2014-01-29,0.0,83,Guanyuan
2014-01-30,0.0,52,Guanyuan
2014-01-31,0.0,101,Guanyuan
2014-02-01,0.0,81,Guanyuan
2014-02-02,0.0,65,Guanyuan
2014-02-03,0.0,25,Guanyuan
2014-02-04,0.0,25,Guanyuan
2014-02-05,0.0,60,Guanyuan
2014-02-06,0.0,71,Guanyuan
2014-02-07,0.1708333333333333,53,Guanyuan
2014-02-08,0.020833333333333332,32,Guanyuan
2014-02-09,0.0,11,Guanyuan
2014-02-10,0.0,15,Guanyuan
2014-02-11,0.0,66,Guanyuan
2014-02-12,0.0,71,Guanyuan
2014-02-13,0.0,114,Guanyuan
2014-02-14,0.0,162,Guanyuan
2014-02-15,0.0,237,Guanyuan
2014-02-16,0.0,188,Guanyuan
2014-02-17,0.0,45,Guanyuan
2014-02-18,0.0,39,Guanyuan
2014-02-19,0.0,35,Guanyuan
2014-02-20,0.0,142,Guanyuan
2014-02-21,0.0,156,Guanyuan
2014-02-22,0.0,174,Guanyuan
2014-02-23,0.0,132,Guanyuan
2014-02-24,0.0,211,Guanyuan
2014-02-25,0.0,239,Guanyuan
2014-02-26,0.04583333333333334,205,Guanyuan
2014-02-27,0.0,19,Guanyuan
2014-02-28,0.0,52,Guanyuan
2014-03-01,0.0,47,Guanyuan
2014-03-02,0.0,97,Guanyuan
2014-03-03,0.0,148,Guanyuan
2014-03-04,0.0,38,Guanyuan
2014-03-05,0.0,18,Guanyuan
2014-03-06,0.0,19,Guanyuan
2014-03-07,0.0,43,Guanyuan
2014-03-08,0.0,97,Guanyuan
2014-03-09,0.0,66,Guanyuan
2014-03-10,0.0,58,Guanyuan
2014-03-11,0.0,151,Guanyuan
2014-03-12,0.0,27,Guanyuan
2014-03-13,0.0,46,Guanyuan
2014-03-14,0.0,45,Guanyuan
2014-03-15,0.0,101,Guanyuan
2014-03-16,0.0,107,Guanyuan
2014-03-17,0.0,146,Guanyuan
2014-03-18,0.0,68,Guanyuan
2014-03-19,0.0,56,Guanyuan
2014-03-20,0.0,22,Guanyuan
2014-03-21,0.0,34,Guanyuan
2014-03-22,0.0,68,Guanyuan
2014-03-23,0.0,96,Guanyuan
2014-03-24,0.0,142,Guanyuan
2014-03-25,0.0,131,Guanyuan
2014-03-26,0.0,181,Guanyuan
2014-03-27,0.0,161,Guanyuan
2014-03-28,0.0375,85,Guanyuan
2014-03-29,0.0,37,Guanyuan
2014-03-30,0.0,40,Guanyuan
2014-03-31,0.0,98,Guanyuan
2014-04-01,0.0,73,Guanyuan
2014-04-02,0.0,84,Guanyuan
2014-04-03,0.0,38,Guanyuan
2014-04-04,0.0,67,Guanyuan
2014-04-05,0.0,52,Guanyuan
2014-04-06,0.0,79,Guanyuan
2014-04-07,0.0,103,Guanyuan
2014-04-08,0.0,148,Guanyuan
2014-04-09,0.0,130,Guanyuan
2014-04-10,0.0,221,Guanyuan
2014-04-11,0.0,65,Guanyuan
2014-04-12,0.0,79,Guanyuan
2014-04-13,0.0,111,Guanyuan
2014-04-14,0.0,143,Guanyuan
2014-04-15,0.0,83,Guanyuan
2014-04-16,0.0,59,Guanyuan
2014-04-17,0.09999999999999999,73,Guanyuan
2014-04-18,0.0,80,Guanyuan
2014-04-19,0.0,41,Guanyuan
2014-04-20,0.0,43,Guanyuan
2014-04-21,0.0,44,Guanyuan
2014-04-22,0.0,59,Guanyuan
2014-04-23,0.0,88,Guanyuan
2014-04-24,0.0,72,Guanyuan
2014-04-25,0.30833333333333335,106,Guanyuan
2014-04-26,0.09166666666666667,47,Guanyuan
2014-04-27,0.0,50,Guanyuan
2014-04-28,0.0,50,Guanyuan
2014-04-29,0.0,87,Guanyuan
2014-04-30,0.0,91,Guanyuan
2014-05-01,0.10416666666666667,101,Guanyuan
2014-05-02,0.004166666666666667,27,Guanyuan
2014-05-03,0.0,76,Guanyuan
2014-05-04,0.0,31,Guanyuan
2014-05-05,0.0,33,Guanyuan
2014-05-06,0.016666666666666666,81,Guanyuan
2014-05-07,0.0,65,Guanyuan
2014-05-08,0.0,66,Guanyuan
2014-05-09,0.0,68,Guanyuan
2014-05-10,0.041666666666666664,56,Guanyuan
2014-05-11,1.1375,24,Guanyuan
2014-05-12,0.0,39,Guanyuan
2014-05-13,0.0,75,Guanyuan
2014-05-14,0.0,42,Guanyuan
2014-05-15,0.0,118,Guanyuan
2014-05-16,0.0,79,Guanyuan
2014-05-17,0.0,70,Guanyuan
2014-05-18,0.0,94,Guanyuan
2014-05-19,0.29583333333333334,98,Guanyuan
2014-05-20,0.0,83,Guanyuan
2014-05-21,0.0,106,Guanyuan
2014-05-22,0.0,130,Guanyuan
2014-05-23,0.0,91,Guanyuan
2014-05-24,0.4375,68,Guanyuan
2014-05-25,0.0,74,Guanyuan
2014-05-26,0.0,44,Guanyuan
2014-05-27,0.0,86,Guanyuan
2014-05-28,0.0,62,Guanyuan
2014-05-29,0.0,77,Guanyuan
2014-05-30,0.0,115,Guanyuan
2014-05-31,0.625,124,Guanyuan
2014-06-01,0.7208333333333333,44,Guanyuan
2014-06-02,0.0,40,Guanyuan
2014-06-03,0.0,42,Guanyuan
2014-06-04,0.0,52,Guanyuan
2014-06-05,0.0,56,Guanyuan
2014-06-06,1.05,55,Guanyuan
2014-06-07,0.0,22,Guanyuan
2014-06-08,0.3458333333333334,33,Guanyuan
2014-06-09,0.008333333333333333,30,Guanyuan
2014-06-10,0.6166666666666666,47,Guanyuan
2014-06-11,0.0,32,Guanyuan
2014-06-12,0.0,34,Guanyuan
2014-06-13,0.18333333333333332,53,Guanyuan
2014-06-14,0.0,53,Guanyuan
2014-06-15,0.012500000000000002,84,Guanyuan
2014-06-16,0.012500000000000002,85,Guanyuan
2014-06-17,2.154166666666667,59,Guanyuan
2014-06-18,0.0,47,Guanyuan
2014-06-19,0.9833333333333334,83,Guanyuan
2014-06-20,1.1833333333333333,34,Guanyuan
2014-06-21,0.625,42,Guanyuan
2014-06-22,0.0,31,Guanyuan
2014-06-23,0.0,36,Guanyuan
2014-06-24,0.0,49,Guanyuan
2014-06-25,0.0,76,Guanyuan
2014-06-26,0.0,81,Guanyuan
2014-06-27,0.0,26,Guanyuan
2014-06-28,0.0,27,Guanyuan
2014-06-29,0.0,53,Guanyuan
2014-06-30,0.0,66,Guanyuan
2014-07-01,0.2916666666666667,82,Guanyuan
2014-07-02,0.17916666666666667,35,Guanyuan
2014-07-03,0.0,107,Guanyuan
2014-07-04,0.0,117,Guanyuan
2014-07-05,0.0,70,Guanyuan
2014-07-06,0.0,111,Guanyuan
2014-07-07,0.0,99,Guanyuan
2014-07-08,0.0,65,Guanyuan
2014-07-09,0.0,33,Guanyuan
2014-07-10,0.0,42,Guanyuan
2014-07-11,0.0,45,Guanyuan
2014-07-12,0.0,31,Guanyuan
2014-07-13,0.09583333333333333,33,Guanyuan
2014-07-14,0.0,36,Guanyuan
2014-07-15,0.09999999999999999,73,Guanyuan
2014-07-16,1.2375,69,Guanyuan
2014-07-17,0.0,79,Guanyuan
2014-07-18,0.0,77,Guanyuan
2014-07-19,0.0,51,Guanyuan
2014-07-20,0.0,46,Guanyuan
2014-07-21,0.004166666666666667,24,Guanyuan
2014-07-22,0.0,20,Guanyuan
2014-07-23,0.0,52,Guanyuan
2014-07-24,0.008333333333333333,69,Guanyuan
2014-07-25,0.0,50,Guanyuan
2014-07-26,0.0,81,Guanyuan
2014-07-27,0.0,88,Guanyuan
2014-07-28,0.0,83,Guanyuan
2014-07-29,0.09583333333333334,80,Guanyuan
2014-07-30,0.5166666666666667,72,Guanyuan
2014-07-31,0.0,112,Guanyuan
2014-08-01,0.008333333333333333,85,Guanyuan
2014-08-02,0.0,76,Guanyuan
2014-08-03,0.0,75,Guanyuan
2014-08-04,0.5,28,Guanyuan
2014-08-05,0.0,29,Guanyuan
2014-08-06,0.0,43,Guanyuan
2014-08-07,0.0,65,Guanyuan
2014-08-08,0.0,58,Guanyuan
2014-08-09,0.5791666666666667,70,Guanyuan
2014-08-10,0.004166666666666667,41,Guanyuan
2014-08-11,0.0,35,Guanyuan
2014-08-12,0.14583333333333334,35,Guanyuan
2014-08-13,0.7708333333333334,23,Guanyuan
2014-08-14,0.004166666666666667,26,Guanyuan
2014-08-15,0.0,36,Guanyuan
2014-08-16,0.0,56,Guanyuan
2014-08-17,0.0,49,Guanyuan
2014-08-18,0.0,46,Guanyuan
2014-08-19,0.0,68,Guanyuan
2014-08-20,0.0,82,Guanyuan
2014-08-21,0.0625,95,Guanyuan
2014-08-22,0.004166666666666667,48,Guanyuan
2014-08-23,0.1791666666666667,82,Guanyuan
2014-08-24,0.004166666666666667,25,Guanyuan
2014-08-25,0.0,25,Guanyuan
2014-08-26,0.0,34,Guanyuan
2014-08-27,0.0,63,Guanyuan
2014-08-28,0.029166666666666664,67,Guanyuan
2014-08-29,0.0,45,Guanyuan
2014-08-30,0.04583333333333334,91,Guanyuan
2014-08-31,1.0666666666666667,45,Guanyuan
2014-09-01,0.6458333333333334,68,Guanyuan
2014-09-02,0.7625000000000001,21,Guanyuan
2014-09-03,0.0,20,Guanyuan
2014-09-04,0.0,50,Guanyuan
2014-09-05,0.0,80,Guanyuan
2014-09-06,0.0,89,Guanyuan
2014-09-07,0.0,98,Guanyuan
2014-09-08,0.0,27,Guanyuan
2014-09-09,0.0,43,Guanyuan
2014-09-10,0.0,62,Guanyuan
2014-09-11,0.09583333333333333,78,Guanyuan
2014-09-12,0.041666666666666664,45,Guanyuan
2014-09-13,0.0,48,Guanyuan
2014-09-14,0.0,44,Guanyuan
2014-09-15,0.0,24,Guanyuan
2014-09-16,0.0,48,Guanyuan
2014-09-17,0.0,42,Guanyuan
2014-09-18,0.0,56,Guanyuan
2014-09-19,0.09166666666666666,64,Guanyuan
2014-09-20,0.0,81,Guanyuan
2014-09-21,0.0,70,Guanyuan
2014-09-22,0.32083333333333336,68,Guanyuan
2014-09-23,0.41250000000000003,31,Guanyuan
2014-09-24,0.1875,23,Guanyuan
2014-09-25,0.0,75,Guanyuan
2014-09-26,0.25833333333333336,80,Guanyuan
2014-09-27,0.0,23,Guanyuan
2014-09-28,0.0,59,Guanyuan
2014-09-29,0.0,46,Guanyuan
2014-09-30,0.0,28,Guanyuan
2014-10-01,0.45416666666666666,58,Guanyuan
2014-10-02,0.0,44,Guanyuan
2014-10-03,0.029166666666666664,71,Guanyuan
2014-10-04,0.016666666666666666,51,Guanyuan
2014-10-05,0.0,24,Guanyuan
2014-10-06,0.0,21,Guanyuan
2014-10-07,0.0,93,Guanyuan
2014-10-08,0.03333333333333333,175,Guanyuan
2014-10-09,0.0,227,Guanyuan
2014-10-10,0.0,191,Guanyuan
2014-10-11,0.0,123,Guanyuan
2014-10-12,0.0,12,Guanyuan
2014-10-13,0.0,10,Guanyuan
2014-10-14,0.0,43,Guanyuan
2014-10-15,0.0,52,Guanyuan
2014-10-16,0.0,51,Guanyuan
2014-10-17,0.0,109,Guanyuan
2014-10-18,0.0,138,Guanyuan
2014-10-19,0.0,177,Guanyuan
2014-10-20,0.0,122,Guanyuan
2014-10-21,0.0,29,Guanyuan
2014-10-22,0.0,80,Guanyuan
2014-10-23,0.0,100,Guanyuan
2014-10-24,0.0,155,Guanyuan
2014-10-25,0.0,196,Guanyuan
2014-10-26,0.0,46,Guanyuan
2014-10-27,0.0,18,Guanyuan
2014-10-28,0.0,52,Guanyuan
2014-10-29,0.0,89,Guanyuan
2014-10-30,0.016666666666666666,108,Guanyuan
2014-10-31,0.0,87,Guanyuan
2014-11-01,0.0,40,Guanyuan
2014-11-02,0.0,15,Guanyuan
2014-11-03,0.0,28,Guanyuan
2014-11-04,0.0,86,Guanyuan
2014-11-05,0.0,41,Guanyuan
2014-11-06,0.0,16,Guanyuan
2014-11-07,0.0,34,Guanyuan
2014-11-08,0.0,46,Guanyuan
2014-11-09,0.0,41,Guanyuan
2014-11-10,0.0,49,Guanyuan
2014-11-11,0.0,34,Guanyuan
2014-11-12,0.0,22,Guanyuan
2014-11-13,0.0,21,Guanyuan
2014-11-14,0.0,27,Guanyuan
2014-11-15,0.0,87,Guanyuan
2014-11-16,0.0,66,Guanyuan
2014-11-17,0.0,19,Guanyuan
2014-11-18,0.0,54,Guanyuan
2014-11-19,0.0,168,Guanyuan
2014-11-20,0.0,192,Guanyuan
2014-11-21,0.0,156,Guanyuan
2014-11-22,0.0,36,Guanyuan
2014-11-23,0.0,96,Guanyuan
2014-11-24,0.0,54,Guanyuan
2014-11-25,0.0,108,Guanyuan
2014-11-26,0.0,163,Guanyuan
2014-11-27,0.0,58,Guanyuan
2014-11-28,0.0,78,Guanyuan
2014-11-29,0.029166666666666664,174,Guanyuan
2014-11-30,0.0,121,Guanyuan
2014-12-01,0.0,34,Guanyuan
2014-12-02,0.0,34,Guanyuan
2014-12-03,0.0,26,Guanyuan
2014-12-04,0.0,18,Guanyuan
2014-12-05,0.0,27,Guanyuan
2014-12-06,0.0,43,Guanyuan
2014-12-07,0.0,34,Guanyuan
2014-12-08,0.0,41,Guanyuan
2014-12-09,0.0,171,Guanyuan
2014-12-10,0.0,113,Guanyuan
2014-12-11,0.0,20,Guanyuan
2014-12-12,0.0,17,Guanyuan
2014-12-13,0.0,38,Guanyuan
2014-12-14,0.0,61,Guanyuan
2014-12-15,0.0,51,Guanyuan
2014-12-16,0.0,19,Guanyuan
2014-12-17,0.0,60,Guanyuan
2014-12-18,0.0,94,Guanyuan
2014-12-19,0.0,22,Guanyuan
2014-12-20,0.0,13,Guanyuan
2014-12-21,0.0,14,Guanyuan
2014-12-22,0.0,69,Guanyuan
2014-12-23,0.0,58,Guanyuan
2014-12-24,0.0,12,Guanyuan
2014-12-25,0.0,21,Guanyuan
2014-12-26,0.0,83,Guanyuan
2014-12-27,0.0,126,Guanyuan
2014-12-28,0.0,109,Guanyuan
2014-12-29,0.0,97,Guanyuan
2014-12-30,0.0,27,Guanyuan
